------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
  5.	HE         4.00299978
  6.	AR        39.94800186
------------------------------


------------------------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N      HE      AR
         8	1.000000e+02	1.660000e+10	    0.36      12010.00


    233. O2 + C2H3  = OH + CH2CO 
         k:       1.170000e+03	    2.43       7074.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.820000e-01	    3.12       1331.00
         2	1.000000e-01	2.070000e-01	    3.11       1383.00
         3	3.160000e-01	2.710000e-01	    3.08       1496.00
         4	1.000000e+00	5.260000e-01	    3.01       1777.00
         5	3.160000e+00	1.370000e+00	    2.90       2225.00
         6	1.000000e+01	4.190000e-01	    2.93       2052.00
         7	3.160000e+01	1.190000e-04	    4.21       2043.00
         8	1.000000e+02	1.300000e-03	    3.97       3414.00


    234. O2 + C2H3  = CH2O + HCO 
         k:       1.160000e+16	   -1.13       3791.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	2.490000e+36	   -7.60      12640.00
         2	1.000000e-01	2.430000e+36	   -7.60      12610.00
         3	3.160000e-01	1.950000e+36	   -7.57      12490.00
         4	1.000000e+00	2.730000e+35	   -7.32      11820.00
         5	3.160000e+00	1.430000e+36	   -7.47      12460.00
         6	1.000000e+01	5.180000e+35	   -7.20      13430.00
         7	3.160000e+01	3.190000e+20	   -2.57       5578.00
         8	1.000000e+02	2.730000e+33	   -6.28      16000.00


    235. O2 + C2H3  = CH2O + HCO 
         k:       1.160000e+16	   -1.13       3791.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	4.540000e+15	   -1.28        515.30
         2	1.000000e-01	4.590000e+15	   -1.28        513.00
         3	3.160000e-01	4.810000e+15	   -1.29        520.60
         4	1.000000e+00	6.080000e+15	   -1.31        645.70
         5	3.160000e+00	9.450000e+15	   -1.36       1066.00
         6	1.000000e+01	2.560000e+15	   -1.18       1429.00
         7	3.160000e+01	1.030000e+69	  -19.23      14760.00
         8	1.000000e+02	4.210000e+10	    0.19        830.60


    236. O2 + C2H3  => H + CO + CH2O 
         k:       1.160000e+16	   -1.13       3791.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	5.820000e+36	   -7.60      12640.00
         2	1.000000e-01	5.660000e+36	   -7.60      12610.00
         3	3.160000e-01	4.550000e+36	   -7.57      12490.00
         4	1.000000e+00	6.360000e+35	   -7.32      11820.00
         5	3.160000e+00	3.350000e+36	   -7.47      12460.00
         6	1.000000e+01	1.210000e+36	   -7.20      13430.00
         7	3.160000e+01	7.430000e+20	   -2.57       5578.00
         8	1.000000e+02	6.360000e+33	   -6.28      16000.00


    237. O2 + C2H3  => H + CO + CH2O 
         k:       1.160000e+16	   -1.13       3791.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.060000e+16	   -1.28        515.30
         2	1.000000e-01	1.070000e+16	   -1.28        513.00
         3	3.160000e-01	1.130000e+16	   -1.29        520.60
         4	1.000000e+00	1.420000e+16	   -1.31        645.70
         5	3.160000e+00	2.200000e+16	   -1.36       1066.00
         6	1.000000e+01	5.980000e+15	   -1.18       1429.00
         7	3.160000e+01	2.390000e+69	  -19.23      14760.00
         8	1.000000e+02	9.810000e+10	    0.19        830.60


    238. O2 + C2H3  = CO + CH3O 
         k:       3.090000e+13	   -0.89       3682.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	8.190000e+18	   -2.66       3201.00
         2	1.000000e-01	4.060000e+14	   -1.32        885.80
         3	3.160000e-01	4.340000e+14	   -1.33        900.60
         4	1.000000e+00	1.030000e+11	   -0.33       -747.80
         5	3.160000e+00	1.890000e+12	   -3.00      -8995.00
         6	1.000000e+01	1.930000e+24	   -5.63          1.80
         7	3.160000e+01	1.100000e+18	   -2.22       5178.00
         8	1.000000e+02	5.790000e+32	   -6.45      16810.00


    239. O2 + C2H3  = CO + CH3O 
         k:       3.090000e+13	   -0.89       3682.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.290000e+09	    0.18      -1717.00
         2	1.000000e-01	5.990000e+11	   -2.93      -9564.00
         3	3.160000e-01	2.910000e+11	   -2.93     -10120.00
         4	1.000000e+00	5.770000e+21	   -3.54       4772.00
         5	3.160000e+00	4.990000e+15	   -1.62       1849.00
         6	1.000000e+01	9.330000e+16	   -1.96       3324.00
         7	3.160000e+01	1.020000e+72	  -20.69      15860.00
         8	1.000000e+02	1.100000e+09	    0.31       1024.00


    240. O2 + C2H3  = CO2 + CH3 
         k:       6.160000e+13	   -1.05       3743.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	2.370000e+35	   -7.76      12630.00
         2	1.000000e-01	1.730000e+35	   -7.72      12520.00
         3	3.160000e-01	4.470000e+34	   -7.55      12140.00
         4	1.000000e+00	7.250000e+31	   -6.70      10440.00
         5	3.160000e+00	3.630000e+35	   -7.75      12830.00
         6	1.000000e+01	2.090000e+35	   -7.53      14050.00
         7	3.160000e+01	3.840000e+18	   -2.44       5408.00
         8	1.000000e+02	1.210000e+32	   -6.32      16190.00


    241. O2 + C2H3  = CO2 + CH3 
         k:       6.160000e+13	   -1.05       3743.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	6.270000e+13	   -1.16        406.30
         2	1.000000e-01	6.240000e+13	   -1.16        401.40
         3	3.160000e-01	6.120000e+13	   -1.16        397.00
         4	1.000000e+00	5.320000e+13	   -1.14        446.70
         5	3.160000e+00	1.450000e+14	   -1.26        987.70
         6	1.000000e+01	5.020000e+13	   -1.11       1409.00
         7	3.160000e+01	1.400000e+70	  -20.11      15430.00
         8	1.000000e+02	9.210000e+08	    0.25        855.30


    242. H + C2H3  = H2 + C2H2 
         k:       9.635300e+13	    0.00          0.00


    243. OH + C2H3  = H2O + C2H2 
         k:       3.011000e+13	    0.00          0.00


    244. CH3 + C2H3  = CH4 + C2H2 
         k:       3.920000e+11	    0.00          0.00


    245. 2C2H3  = C2H4 + C2H2 
         k:       9.600000e+11	    0.00          0.00


    246. H + C2H (+M)  = C2H2 (+M) 
         Fall-off (Troe)
         k0:      3.750000e+33	   -4.80       1900.00
         kInf:    1.000000e+17	   -1.00          0.00
         Troe Parameters
         a    6.46e-01
         T*** 1.32e+02
         T*   1.32e+03
         T**  5.57e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    247. O + C2H2  = CO + CH2 
         k:       7.395000e+08	    1.28       2472.00


    248. O + C2H2  = H + HCCO 
         k:       2.958000e+09	    1.28       2472.00


    249. HO2 + C2H2  = OH + CH2CO 
         k:       6.030000e+09	    0.00       7949.00


    250. HCO + C2H2  = CO + C2H3 
         k:       1.000000e+07	    2.00       6000.00


    251. CH2 + C2H2  = H + C3H3 
         k:       1.200000e+13	    0.00       6620.00


    252. CH2(S) + C2H2  = H + C3H3 
         k:       2.000000e+13	    0.00          0.00


    253. C2H2 + HCCO  = CO + C3H3 
         k:       1.000000e+11	    0.00       3000.00


    254. OH + C2H2  = H2O + C2H 
         k:       2.632000e+06	    2.14      17060.00


    255. OH + C2H2  = H + CH2CO 
         k:       1.578000e+03	    2.56       -844.50
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.578000e+03	    2.56       -844.50
         2	2.500000e-02	1.518000e+04	    2.28       -292.10
         3	1.000000e-01	3.017000e+05	    1.92        598.10
         4	1.000000e+00	7.528000e+06	    1.55       2106.00
         5	1.000000e+01	5.101000e+06	    1.65       3400.00
         6	1.000000e+02	1.457000e+04	    2.45       4477.00


    256. OH + C2H2  = CO + CH3 
         k:       4.757000e+05	    1.68       -329.80
         Pressure Logarithmic Interpolation
         1	1.000000e-02	4.757000e+05	    1.68       -329.80
         2	2.500000e-02	4.372000e+06	    1.40        226.50
         3	1.000000e-01	7.648000e+07	    1.05       1115.00
         4	1.000000e+00	1.277000e+09	    0.73       2579.00
         5	1.000000e+01	4.312000e+08	    0.92       3736.00
         6	1.000000e+02	8.250000e+05	    1.77       4697.00


    257. O2 + C2H  = CO + HCO 
         k:       5.000000e+13	    0.00       1500.00


    258. O + C2H  = CO + CH 
         k:       5.000000e+13	    0.00          0.00


    259. H2 + C2H  = H + C2H2 
         k:       4.900000e+05	    2.50        560.00


    260. OH + C2H  = H + HCCO 
         k:       2.000000e+13	    0.00          0.00


    261. CH3CHO (+M)  = CH3 + HCO (+M) 
         Fall-off (Troe)
         k0:      1.030000e+59	  -11.30      95912.50
         kInf:    2.450000e+22	   -1.74      86355.00
         Troe Parameters
         a    2.49e-03
         T*** 7.18e+02
         T*   6.09e+00
         T**  3.78e+03


    262. CH3CHO (+M)  = CO + CH4 (+M) 
         Fall-off (Troe)
         k0:      1.140000e+58	  -11.30      95912.50
         kInf:    2.720000e+21	   -1.74      86355.00
         Troe Parameters
         a    2.49e-03
         T*** 7.18e+02
         T*   6.09e+00
         T**  3.78e+03


    263. O2 + CH3CHO  = HO2 + CH3CO 
         k:       3.010000e+13	    0.00      39150.00


    264. O + CH3CHO  = OH + CH3CO 
         k:       5.940000e+12	    0.00       1868.00


    265. OH + CH3CHO  = H2O + CH3CO 
         k:       3.370000e+12	    0.00       -619.00


    266. HO2 + CH3CHO  = H2O2 + CH3CO 
         k:       1.000000e+12	    0.00      11920.00


    267. CH3O2 + CH3CHO  = CH3O2H + CH3CO 
         k:       1.000000e+12	    0.00      11920.00


    268. H + CH3CHO  = H2 + CH2CHO 
         k:       2.720000e+03	    3.10       5210.00


    269. OH + CH3CHO  = H2O + CH2CHO 
         k:       1.720000e+05	    2.40        815.00


    270. OH + CH3CHO  = CH3 + HOCHO 
         k:       3.000000e+15	   -1.08          0.00


    271. CH3CO  = CO + CH3 
         k:       1.070000e+12	    0.63      16895.50
         Pressure Logarithmic Interpolation
         1	1.000000e-01	1.960000e+16	   -2.09      15196.60
         2	1.000000e+00	6.450000e+18	   -2.52      16436.50
         3	1.000000e+01	8.180000e+19	   -2.55      17263.10
         4	1.000000e+02	1.260000e+20	   -2.32      18012.10


    272. O2 + CH3CO  = CH3CO3 
         k:       2.650000e+12	    0.00          0.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	3.410000e+69	  -18.90      14400.00
         2	1.000000e+00	5.790000e+61	  -16.07      13400.00
         3	1.000000e+01	5.070000e+52	  -12.96      11560.00


    273. O2 + CH3CO  = HO2 + CH2CO 
         k:       3.600000e+10	    0.54       3721.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	1.300000e+08	    1.99        228.00
         2	1.000000e+00	3.600000e+10	    0.54       3721.00
         3	1.000000e+01	7.700000e+13	   -0.34       7510.00


    274. CH3CO (+M)  = H + CH2CO (+M) 
         Fall-off (Troe)
         k0:      1.520000e+51	  -10.27      55390.00
         kInf:    9.413000e+07	    1.92      44987.20
         Troe Parameters
         a    6.01e-01
         T*** 8.10e+09
         T*   6.68e+02
         T**  5.00e+09


    275. H + CH3CO  = H2 + CH2CO 
         k:       2.000000e+13	    0.00          0.00


    276. O + CH3CO  = OH + CH2CO 
         k:       2.000000e+13	    0.00          0.00


    277. CH3 + CH3CO  = CH4 + CH2CO 
         k:       5.000000e+13	    0.00          0.00


    278. CH2CHO (+M)  = H + CH2CO (+M) 
         Fall-off (Troe)
         k0:      6.000000e+29	   -3.80      43423.90
         kInf:    1.430000e+15	   -0.15      45600.00
         Troe Parameters
         a    9.85e-01
         T*** 3.93e+02
         T*   9.80e+09
         T**  5.00e+09


    279. CH2CHO (+M)  = CO + CH3 (+M) 
         Fall-off (Troe)
         k0:      9.520000e+33	   -5.07      41300.00
         kInf:    2.930000e+12	    0.29      40300.00
         Troe Parameters
         a    7.13e-17
         T*** 1.15e+03
         T*   4.99e+09
         T**  1.79e+09


    280. CH2CO (+M)  = CO + CH2 (+M) 
         Fall-off (Lindemann)
         k0:      3.000000e+15	    0.00      57000.00
         kInf:    3.000000e+13	    0.00      71000.00
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    281. O + C2H3  = H + CH2CO 
         k:       3.000000e+13	    0.00          0.00


    282. H + CH2CO  = CO + CH3 
         k:       7.770000e+08	    1.45       2780.00


    283. CH3 + HCO  = H2 + CH2CO 
         k:       4.900000e+08	    0.75        842.00
         Pressure Logarithmic Interpolation
         1	5.000000e-02	6.100000e+06	    1.24      -1733.00
         2	1.000000e-01	1.100000e+07	    1.18      -1303.00
         3	1.000000e+00	4.900000e+08	    0.75        842.00
         4	1.000000e+01	1.600000e+11	    0.11       4387.00


    284. CH + CH2O  = H + CH2CO 
         k:       9.460000e+13	    0.00       -515.00


    285. O + CH2CO  = CO2 + CH2 
         k:       1.750000e+12	    0.00       1350.00


    286. OH + CH2CO  = CO + CH2OH 
         k:       2.000000e+12	    0.00      -1010.00


    287. CH2(S) + CH2CO  = CO + C2H4 
         k:       2.000000e+13	    0.00       -526.00


    288. CH3 + CH2CO  = CO + C2H5 
         k:       4.769000e+04	    2.31       9468.00


    289. OH + HCCO  => H2 + 2CO 
         k:       1.000000e+14	    0.00          0.00


    290. O + HCCO  => H + 2CO 
         k:       8.000000e+13	    0.00          0.00


    291. CO + CH +M  = HCCO +M 
         k:       7.570000e+22	   -1.90          0.00


    292. H + HCCO  = CO + CH2(S) 
         k:       1.000000e+14	    0.00          0.00


    293. O2 + HCCO  => OH + 2CO 
         k:       1.910000e+11	   -0.02       1020.00


    294. O2 + HCCO  => H + CO + CO2 
         k:       4.780000e+12	   -0.14       1150.00


    295. CH + HCCO  = CO + C2H2 
         k:       5.000000e+13	    0.00          0.00


    296. C2H5OH  = H2O + C2H4 
         k:       3.410000e+59	  -14.20      83672.60
         Pressure Logarithmic Interpolation
         1	1.000000e-03	3.410000e+59	  -14.20      83672.60
         2	1.000000e-02	2.620000e+57	  -13.30      85262.20
         3	1.000000e-01	1.650000e+52	  -11.50      84745.60
         4	1.000000e+00	5.230000e+43	   -8.90      81506.70
         5	1.000000e+01	4.590000e+32	   -5.60      76062.40
         6	1.000000e+02	3.840000e+20	   -2.06      69465.50


    297. C2H5OH  = CH3 + CH2OH 
         k:       1.200000e+54	  -12.90     100005.70
         Pressure Logarithmic Interpolation
         1	1.000000e-03	1.200000e+54	  -12.90     100005.70
         2	1.000000e-02	5.180000e+59	  -14.00      99906.40
         3	1.000000e-01	1.620000e+66	  -15.30     105390.50
         4	1.000000e+00	5.550000e+64	  -14.50     106183.00
         5	1.000000e+01	1.550000e+58	  -12.30     105768.00
         6	1.000000e+02	1.780000e+47	   -8.96     101058.80


    298. C2H5OH  = OH + C2H5 
         k:       8.100000e+46	  -11.30     111053.40
         Pressure Logarithmic Interpolation
         1	1.000000e-03	8.100000e+46	  -11.30     111053.40
         2	1.000000e-02	1.860000e+56	  -13.50     107238.40
         3	1.000000e-01	4.650000e+63	  -15.00     109622.80
         4	1.000000e+00	4.460000e+65	  -14.90     112345.00
         5	1.000000e+01	2.790000e+61	  -13.40     113080.20
         6	1.000000e+02	6.170000e+51	  -10.30     109940.70


    299. O + C2H5OH  = OH + C2H5O 
         k:       1.460000e-03	    4.73       1727.00


    300. OH + C2H5OH  = H2O + C2H5O 
         k:       5.810000e-03	    4.28      -3560.00


    301. H + C2H5OH  = H2 + C2H5O 
         k:       9.450000e+02	    3.14       8701.10


    302. HO2 + C2H5OH  = H2O2 + C2H5O 
         k:       6.470000e-07	    5.30      10533.10


    303. CH3 + C2H5OH  = CH4 + C2H5O 
         k:       2.035000e+00	    3.57       7721.00


    304. CH3O2 + C2H5OH  = CH3O2H + C2H5O 
         k:       3.236000e-07	    5.30      10533.10


    305. C2H5 + C2H5OH  = C2H6 + PC2H4OH 
         k:       5.000000e+10	    0.00      13400.00


    306. O2 + C2H5OH  = HO2 + SC2H4OH 
         k:       1.500000e+13	    0.00      50150.00


    307. O + C2H5OH  = OH + SC2H4OH 
         k:       1.450000e+05	    2.47        876.00


    308. H + C2H5OH  = H2 + SC2H4OH 
         k:       8.790000e+04	    2.68       2910.00


    309. OH + C2H5OH  = H2O + SC2H4OH 
         k:       7.520000e+04	    2.49      -1474.10


    310. HO2 + C2H5OH  = H2O2 + SC2H4OH 
         k:       2.450000e-05	    5.26       7475.10


    311. CH3 + C2H5OH  = CH4 + SC2H4OH 
         k:       1.993000e+01	    3.37       7634.00


    312. CH3O2 + C2H5OH  = CH3O2H + SC2H4OH 
         k:       1.225000e-05	    5.26       7475.10


    313. C2H5 + C2H5OH  = C2H6 + SC2H4OH 
         k:       5.000000e+10	    0.00      10400.00


    314. O2 + C2H5OH  = HO2 + PC2H4OH 
         k:       2.000000e+13	    0.00      52800.00


    315. O + C2H5OH  = OH + PC2H4OH 
         k:       9.690000e+02	    3.23       4658.00


    316. H + C2H5OH  = H2 + PC2H4OH 
         k:       5.310000e+04	    2.81       7490.00


    317. OH + C2H5OH  = H2O + PC2H4OH 
         k:       3.760000e+03	    2.78      -1810.20


    318. HO2 + C2H5OH  = H2O2 + PC2H4OH 
         k:       3.986000e-02	    4.30      15333.00


    319. CH3 + C2H5OH  = CH4 + PC2H4OH 
         k:       3.300000e+02	    3.30      12290.00


    320. CH3O2 + C2H5OH  = CH3O2H + PC2H4OH 
         k:       1.995000e-02	    4.30      15333.00


    321. SC2H4OH  = H + CH3CHO 
         k:       5.690000e+52	  -13.38      45049.00
         Pressure Logarithmic Interpolation
         1	1.000000e-03	5.690000e+52	  -13.38      45049.00
         2	1.000000e-02	3.290000e+56	  -14.12      48129.00
         3	1.000000e-01	8.580000e+57	  -14.16      50743.00
         4	1.000000e+00	5.360000e+55	  -13.15      51886.00
         5	1.000000e+01	1.660000e+48	  -10.64      50297.00
         6	2.000000e+01	8.260000e+44	   -9.59      49218.00
         7	5.000000e+01	1.010000e+40	   -8.06      47439.00
         8	1.000000e+02	1.100000e+36	   -6.84      45899.00


    322. SC2H4OH  = C2H5O 
         k:       5.480000e+45	  -11.63      44328.00
         Pressure Logarithmic Interpolation
         1	1.000000e-03	5.480000e+45	  -11.63      44328.00
         2	1.000000e-02	2.540000e+49	  -12.37      46445.00
         3	1.000000e-01	1.650000e+54	  -13.40      50330.00
         4	1.000000e+00	1.810000e+55	  -13.31      53132.00
         5	1.000000e+01	4.580000e+49	  -11.32      52714.00
         6	2.000000e+01	4.110000e+46	  -10.33      51834.00
         7	5.000000e+01	6.680000e+41	   -8.83      50202.00
         8	1.000000e+02	6.540000e+37	   -7.58      48697.00


    323. SC2H4OH  = PC2H4OH 
         k:       2.650000e+36	   -8.86      51019.00
         Pressure Logarithmic Interpolation
         1	1.000000e-03	2.650000e+36	   -8.86      51019.00
         2	1.000000e-02	3.560000e+37	   -8.89      51114.00
         3	1.000000e-01	4.140000e+39	   -9.19      51912.00
         4	1.000000e+00	5.820000e+44	  -10.34      55296.00
         5	1.000000e+01	4.260000e+48	  -11.06      59458.00
         6	2.000000e+01	8.840000e+47	  -10.74      59901.00
         7	5.000000e+01	2.230000e+45	   -9.84      59604.00
         8	1.000000e+02	1.700000e+42	   -8.83      58737.00


    324. CH3 + CH2O  = C2H5O 
         k:       3.000000e+11	    0.00       6336.00


    325. H + CH3CHO  = C2H5O 
         k:       4.610000e+07	    1.71       7090.00


    326. O2 + C2H5O  = HO2 + CH3CHO 
         k:       4.280000e+10	    0.00       1097.00


    327. O2 + SC2H4OH  = HO2 + CH3CHO 
         k:       5.260000e+17	   -1.64        869.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	5.260000e+17	   -1.64        838.00
         2	1.000000e-01	5.260000e+17	   -1.64        838.00
         3	1.000000e+00	5.280000e+17	   -1.64        839.00
         4	1.000000e+01	1.540000e+18	   -1.77       1120.00
         5	1.000000e+02	3.780000e+20	   -2.43       3090.00


    328. C3H8 (+M)  = CH3 + C2H5 (+M) 
         Fall-off (Troe)
         k0:      5.640000e+74	  -15.74      98714.00
         kInf:    1.290000e+37	   -5.84      97380.00
         Troe Parameters
         a    3.10e-01
         T*** 5.00e+01
         T*   3.00e+03
         T**  9.00e+03
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         AR                  	enhanced by	   0.700
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         CH4                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         HE                  	enhanced by	   0.700


    329. H + NC3H7  = C3H8 
         k:       1.000000e+14	    0.00          0.00


    330. H + IC3H7  = C3H8 
         k:       1.000000e+14	    0.00          0.00


    331. C3H8 + IC3H7  = C3H8 + NC3H7 
         k:       3.000000e+10	    0.00      12900.00


    332. O2 + C3H8  = HO2 + IC3H7 
         k:       2.000000e+13	    0.00      49640.00


    333. H + C3H8  = H2 + IC3H7 
         k:       6.500000e+05	    2.40       4471.00


    334. H + C3H8  = H2 + NC3H7 
         k:       1.750000e+05	    2.69       6450.00


    335. O + C3H8  = OH + IC3H7 
         k:       5.490000e+05	    2.50       3140.00


    336. OH + C3H8  = H2O + IC3H7 
         k:       4.670000e+07	    1.61        -35.00


    337. HO2 + C3H8  = H2O2 + IC3H7 
         k:       6.320000e+01	    3.37      13720.00


    338. CH3 + C3H8  = CH4 + IC3H7 
         k:       6.400000e+04	    2.17       7520.00


    339. C2H3 + C3H8  = C2H4 + IC3H7 
         k:       1.000000e+11	    0.00      10400.00


    340. C2H5 + C3H8  = C2H6 + IC3H7 
         k:       1.000000e+11	    0.00      10400.00


    341. C3H8 + C3H5-A  = IC3H7 + C3H6 
         k:       7.940000e+11	    0.00      16200.00


    342. CH3O + C3H8  = CH3OH + IC3H7 
         k:       3.000000e+11	    0.00       7000.00


    343. CH3O2 + C3H8  = CH3O2H + IC3H7 
         k:       1.019000e+01	    3.58      14810.00


    344. C2H5O2 + C3H8  = C2H5O2H + IC3H7 
         k:       1.019000e+01	    3.58      14810.00


    345. O2 + C3H8  = HO2 + NC3H7 
         k:       6.000000e+13	    0.00      52290.00


    346. O + C3H8  = OH + NC3H7 
         k:       3.710000e+06	    2.40       5505.00


    347. OH + C3H8  = H2O + NC3H7 
         k:       1.054000e+10	    0.97       1586.00


    348. HO2 + C3H8  = H2O2 + NC3H7 
         k:       4.080000e+01	    3.59      17160.00


    349. CH3 + C3H8  = CH4 + NC3H7 
         k:       9.040000e-01	    3.65       7154.00


    350. C2H3 + C3H8  = C2H4 + NC3H7 
         k:       1.000000e+11	    0.00      10400.00


    351. C2H5 + C3H8  = C2H6 + NC3H7 
         k:       1.000000e+11	    0.00      10400.00


    352. C3H8 + C3H5-A  = NC3H7 + C3H6 
         k:       7.940000e+11	    0.00      20500.00


    353. CH3O + C3H8  = CH3OH + NC3H7 
         k:       3.000000e+11	    0.00       7000.00


    354. CH3O2 + C3H8  = CH3O2H + NC3H7 
         k:       1.386000e+00	    3.97      18280.00


    355. C2H5O2 + C3H8  = C2H5O2H + NC3H7 
         k:       1.386000e+00	    3.97      18280.00


    356. H + IC3H7  = CH3 + C2H5 
         k:       2.000000e+13	    0.00          0.00


    357. OH + IC3H7  = H2O + C3H6 
         k:       2.410000e+13	    0.00          0.00


    358. O + IC3H7  = H + CH3COCH3 
         k:       4.818000e+13	    0.00          0.00


    359. O + IC3H7  = CH3 + CH3CHO 
         k:       4.818000e+13	    0.00          0.00


    360. HO2 + NC3H7  => OH + CH2O + C2H5 
         k:       7.000000e+12	    0.00      -1000.00


    361. CH3O2 + NC3H7  => CH3O + CH2O + C2H5 
         k:       7.000000e+12	    0.00      -1000.00


    362. HO2 + IC3H7  => OH + CH3 + CH3CHO 
         k:       7.000000e+12	    0.00      -1000.00


    363. CH3O2 + IC3H7  => CH3 + CH3O + CH3CHO 
         k:       7.000000e+12	    0.00      -1000.00


    364. CH3 + C2H3 (+M)  = C3H6 (+M) 
         Fall-off (Troe)
         k0:      4.270000e+58	  -11.94       9769.80
         kInf:    2.500000e+13	    0.00          0.00
         Troe Parameters
         a    1.75e-01
         T*** 1.34e+03
         T*   6.00e+04
         T**  1.01e+04


    365. CH2(S) + C2H4  = C3H6 
         k:       4.820000e+57	  -14.30      17100.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	4.820000e+57	  -14.30      17100.00
         2	1.000000e-01	3.840000e+59	  -14.40      18400.00
         3	1.000000e+00	2.130000e+58	  -13.50      20400.00
         4	1.000000e+01	8.480000e+52	  -11.60      20700.00
         5	1.000000e+02	6.070000e+47	   -9.85      22100.00


    366. CH2(S) + C2H4  = C3H6 
         k:       1.150000e+45	  -11.10       6145.20
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.150000e+45	  -11.10       6145.20
         2	1.000000e-01	1.830000e+45	  -10.70       6638.50
         3	1.000000e+00	1.300000e+40	   -8.77       5863.80
         4	1.000000e+01	2.270000e+32	   -6.14       4317.90
         5	1.000000e+02	1.280000e+24	   -3.49       2529.90


    367. CH2(S) + C2H4  = H + C3H5-A 
         k:       8.200000e+19	   -2.06       1150.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	8.200000e+19	   -2.06       1150.00
         2	1.000000e-01	2.270000e+21	   -2.44       2650.00
         3	1.000000e+00	4.440000e+35	   -6.55      13900.00
         4	1.000000e+01	1.180000e+28	   -4.09      14000.00
         5	1.000000e+02	6.510000e+26	   -3.58      18900.00


    368. CH2(S) + C2H4  = H + C3H5-A 
         k:       1.080000e+07	    1.62      -3174.60
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.080000e+07	    1.62      -3174.60
         2	1.000000e-01	1.370000e+05	    2.15      -3799.20
         3	1.000000e+00	3.890000e+14	   -0.42       1237.60
         4	1.000000e+01	2.450000e+10	    0.67        750.93
         5	1.000000e+02	1.810000e+02	    2.97       -746.03


    369. CH2(S) + C2H4  = CH3 + C2H3 
         k:       1.770000e+19	   -1.94       6790.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.770000e+19	   -1.94       6790.00
         2	1.000000e-01	1.680000e+19	   -1.80       4310.00
         3	1.000000e+00	4.160000e+24	   -3.19       9760.00
         4	1.000000e+01	7.890000e+24	   -3.07      13900.00
         5	1.000000e+02	7.360000e+29	   -4.28      23800.00


    370. CH2(S) + C2H4  = CH3 + C2H3 
         k:       4.300000e+12	    0.19       -110.41
         Pressure Logarithmic Interpolation
         1	1.000000e-02	4.300000e+12	    0.19       -110.41
         2	1.000000e-01	2.260000e+11	    0.54         47.81
         3	1.000000e+00	4.920000e+09	    1.02        599.77
         4	1.000000e+01	1.470000e+08	    1.33       1228.40
         5	1.000000e+02	8.110000e+10	    0.55       5506.50


    371. CH3 + C2H3  = H + C3H5-A 
         k:       4.120000e+29	   -4.95       8000.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	4.120000e+29	   -4.95       8000.00
         2	1.000000e-01	4.860000e+30	   -5.03      11300.00
