-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2-3
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
   Formation Enthalpy at 298K =          93.4881 kcal/mol
   Formation Free Gibbs Energy at 298K = 79.6436 kcal/mol
   Molecular Weight =                    14.0270 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.3743        93.5048       79.5506       46.5140       0.0167        -0.0930       
     600.0000      9.3885        96.1736       64.5898       52.6396       2.6855        -15.0538      
     800.0000      9.9713        98.1103       53.7732       55.4214       4.6222        -25.8704      
     1000.0000     10.5877       100.1640      42.4538       57.7102       6.6760        -37.1898      
     1200.0000     11.1226       102.3366      30.7095       59.6893       8.8485        -48.9341      
     1400.0000     11.5735       104.6075      18.5933       61.4387       11.1194       -61.0503      
     1600.0000     11.9504       106.9610      6.1459        63.0095       13.4730       -73.4977      
     1800.0000     12.2627       109.3833      -6.6008       64.4357       15.8953       -86.2444      
     2000.0000     12.5192       111.8624      -19.6204      65.7414       18.3743       -99.2640      
     2200.0000     12.7281       114.3878      -32.8906      66.9447       20.8998       -112.5342     
     2400.0000     12.8968       116.9509      -46.3924      68.0597       23.4629       -126.0360     
     2600.0000     13.0322       119.5443      -60.1093      69.0976       26.0563       -139.7529     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2-1
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
   Formation Enthalpy at 298K =          102.4738 kcal/mol
   Formation Free Gibbs Energy at 298K = 88.9995 kcal/mol
   Molecular Weight =                    14.0270 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.0767        102.4899      88.9090       45.2698       0.0161        -0.0905       
     600.0000      9.0399        105.0431      74.3648       51.1304       2.5693        -14.6346      
     800.0000      9.8273        106.9299      63.8587       53.8390       4.4561        -25.1408      
     1000.0000     10.5738       108.9709      52.8578       56.1131       6.4971        -36.1417      
     1200.0000     11.1614       111.1457      41.4329       58.0940       8.6719        -47.5666      
     1400.0000     11.6753       113.4306      29.6349       59.8541       10.9568       -59.3646      
     1600.0000     12.1234       115.8115      17.5026       61.4430       13.3377       -71.4969      
     1800.0000     12.5127       118.2760      5.0668        62.8940       15.8022       -83.9326      
     2000.0000     12.8499       120.8131      -7.6473       64.2302       18.3393       -96.6468      
     2200.0000     13.1414       123.4129      -20.6187      65.4689       20.9391       -109.6182     
     2400.0000     13.3928       126.0670      -33.8293      66.6234       23.5932       -122.8288     
     2600.0000     13.6093       128.7677      -47.2632      67.7042       26.2939       -136.2627     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 2.0000
   Formation Enthalpy at 298K =          54.5336 kcal/mol
   Formation Free Gibbs Energy at 298K = 40.2267 kcal/mol
   Molecular Weight =                    26.0380 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.5473       54.5547       40.1306       48.0801       0.0211        -0.0961       
     600.0000      13.8872       58.2937       24.3419       56.5863       3.7600        -15.8849      
     800.0000      15.1585       61.2029       12.5931       60.7623       6.6693        -27.6337      
     1000.0000     16.2290       64.3451       0.0815        64.2636       9.8115        -40.1453      
     1200.0000     17.0915       67.6795       -13.0816      67.3009       13.1459       -53.3083      
     1400.0000     17.8205       71.1728       -26.8159      69.9919       16.6392       -67.0426      
     1600.0000     18.4328       74.7999       -41.0604      72.4127       20.2663       -81.2871      
     1800.0000     18.9439       78.5392       -55.7664      74.6142       24.0056       -95.9931      
     2000.0000     19.3685       82.3717       -70.8939      76.6328       27.8381       -111.1207     
     2200.0000     19.7200       86.2817       -86.4092      78.4958       31.7481       -126.6359     
     2400.0000     20.0108       90.2557       -102.2833     80.2246       35.7221       -142.5100     
     2600.0000     20.2525       94.2827       -118.4912     81.8361       39.7491       -158.7179     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
   Formation Enthalpy at 298K =          35.0571 kcal/mol
   Formation Free Gibbs Energy at 298K = 21.2420 kcal/mol
   Molecular Weight =                    15.0350 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.1952        35.0755       21.1492       46.4209       0.0184        -0.0928       
     600.0000      11.5012       38.1837       6.0776        53.5101       3.1265        -15.1644      
     800.0000      12.8625       40.6231       -4.9846       57.0097       5.5660        -26.2266      
     1000.0000     14.0874       43.3191       -16.6935      60.0126       8.2620        -37.9355      
     1200.0000     15.0705       46.2378       -28.9669      62.6706       11.1807       -50.2089      
     1400.0000     15.8908       49.3365       -41.7437      65.0573       14.2794       -62.9857      
     1600.0000     16.5685       52.5846       -54.9752      67.2249       17.5275       -76.2172      
     1800.0000     17.1229       55.9557       -68.6215      69.2095       20.8986       -89.8635      
     2000.0000     17.5715       59.4267       -82.6486      71.0377       24.3696       -103.8906     
     2200.0000     17.9306       62.9783       -97.0275      72.7299       27.9212       -118.2695     
     2400.0000     18.2153       66.5940       -111.7326     74.3028       31.5369       -132.9746     
     2600.0000     18.4392       70.2604       -126.7416     75.7700       35.2033       -147.9835     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH4
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
   Formation Enthalpy at 298K =          -17.8292 kcal/mol
   Formation Free Gibbs Energy at 298K = -31.1005 kcal/mol
   Molecular Weight =                    16.0430 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.5461        -17.8121      -31.1896      44.5917       0.0171        -0.0891       
     600.0000      12.6047       -14.6794      -45.6791      51.6662       3.1498        -14.5786      
     800.0000      15.3060       -11.8794      -56.4194      55.6750       5.9498        -25.3190      
     1000.0000     17.6207       -8.5856       -67.9261      59.3405       9.2436        -36.8256      
     1200.0000     19.4144       -4.8774       -80.1365      62.7159       12.9518       -49.0360      
     1400.0000     20.9445       -0.8374       -92.9948      65.8267       16.9918       -61.8944      
     1600.0000     22.2465       3.4852        -106.4521     68.7108       21.3144       -75.3516      
     1800.0000     23.3536       8.0482        -120.4660     71.3968       25.8774       -89.3655      
     2000.0000     24.2966       12.8157       -134.9991     73.9074       30.6449       -103.8987     
     2200.0000     25.1038       17.7578       -150.0185     76.2620       35.5870       -118.9181     
     2400.0000     25.8011       22.8499       -165.4946     78.4769       40.6791       -134.3941     
     2600.0000     26.4122       28.0725       -181.4010     80.5667       45.9017       -150.3005     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HOCHO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
     O 2.0000
   Formation Enthalpy at 298K =          -90.4879 kcal/mol
   Formation Free Gibbs Energy at 298K = -108.0873 kcal/mol
   Molecular Weight =                    46.0250 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.8996        -90.4681      -108.2055     59.1246       0.0198        -0.1182       
     600.0000      14.4973       -86.7869      -127.2532     67.4440       3.7010        -19.1659      
     800.0000      16.5729       -83.6638      -141.2013     71.9219       6.8241        -33.1140      
     1000.0000     18.1173       -80.1960      -155.9807     75.7847       10.2919       -47.8934      
     1200.0000     19.1620       -72.1083      -167.1281     79.1832       18.3796       -59.0408      
     1400.0000     20.0225       -68.1870      -183.2724     82.2038       22.3009       -75.1851      
     1600.0000     20.7230       -64.1100      -199.9897     84.9249       26.3779       -91.9024      
     1800.0000     21.2859       -59.9070      -217.2259     87.3994       30.5809       -109.1386     
     2000.0000     21.7320       -55.6034      -234.9357     89.6661       34.8845       -126.8483     
     2200.0000     22.0807       -51.2207      -253.0805     91.7545       39.2672       -144.9932     
     2400.0000     22.3492       -46.7765      -271.6271     93.6878       43.7114       -163.5398     
     2600.0000     22.5535       -42.2853      -290.5466     95.4851       48.2026       -182.4592     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2OH
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          -4.0644 kcal/mol
   Formation Free Gibbs Energy at 298K = -21.4516 kcal/mol
   Molecular Weight =                    31.0340 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.3540       -4.0417       -21.5683      58.4221       0.0227        -0.1168       
     600.0000      15.3577       -0.0078       -40.5560      67.5804       4.0566        -19.1044      
     800.0000      17.0839       3.2499        -54.5536      72.2544       7.3143        -33.1020      
     1000.0000     18.4393       6.7986        -69.4096      76.2081       10.8629       -47.9580      
     1200.0000     19.4246       10.5880       -85.0039      79.6599       14.6523       -63.5523      
     1400.0000     20.2406       14.5571       -101.2474     82.7175       18.6215       -79.7958      
     1600.0000     20.9087       18.6743       -118.0703     85.4654       22.7387       -96.6187      
     1800.0000     21.4489       22.9121       -135.4167     87.9604       26.9765       -113.9651     
     2000.0000     21.8799       27.2466       -153.2403     90.2435       31.3110       -131.7888     
     2200.0000     22.2189       31.6579       -171.5020     92.3454       35.7223       -150.0505     
     2400.0000     22.4815       36.1291       -190.1681     94.2905       40.1935       -168.7165     
     2600.0000     22.6820       40.6464       -209.2091     96.0982       44.7107       -187.7575     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OCHO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -38.2415 kcal/mol
   Formation Free Gibbs Energy at 298K = -55.5061 kcal/mol
   Molecular Weight =                    45.0170 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.8605        -38.2218      -55.6221      58.0009       0.0197        -0.1159       
     600.0000      14.1983       -34.5545      -74.3347      66.3004       3.6870        -18.8286      
     800.0000      15.9786       -31.5247      -88.0416      70.6462       6.7168        -32.5355      
     1000.0000     17.1409       -28.2041      -102.5503     74.3461       10.0373       -47.0442      
     1200.0000     17.8764       -24.6967      -117.7465     77.5415       13.5448       -62.2404      
     1400.0000     18.3398       -21.0716      -133.5401     80.3346       17.1698       -78.0340      
     1600.0000     18.6488       -17.3710      -149.8589     82.8049       20.8705       -94.3527      
     1800.0000     18.9034       -13.6158      -166.6448     85.0161       24.6257       -111.1387     
     2000.0000     19.1124       -9.8132       -183.8515     87.0191       28.4283       -128.3454     
     2200.0000     19.2660       -5.9745       -201.4409     88.8483       32.2669       -145.9348     
     2400.0000     19.3753       -2.1098       -219.3810     90.5297       36.1317       -163.8748     
     2600.0000     19.4502       1.7733        -237.6443     92.0837       40.0148       -182.1382     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          5.0171 kcal/mol
   Formation Free Gibbs Energy at 298K = -11.6658 kcal/mol
   Molecular Weight =                    31.0340 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.1997       5.0374        -11.7779      56.0510       0.0204        -0.1120       
     600.0000      15.4682       8.9148        -29.9630      64.7963       3.8977        -18.2972      
     800.0000      17.8606       12.2651       -43.4141      69.5991       7.2481        -31.7483      
     1000.0000     19.6989       16.0189       -57.7608      73.7797       11.0018       -46.0950      
     1200.0000     20.8757       20.0802       -72.8943      77.4787       15.0631       -61.2285      
     1400.0000     21.8380       24.3549       -88.7253      80.7716       19.3378       -77.0595      
     1600.0000     22.6147       28.8030       -105.1814     83.7402       23.7859       -93.5156      
     1800.0000     23.2324       33.3902       -122.2036     86.4410       28.3731       -110.5378     
     2000.0000     23.7158       38.0870       -139.7427     88.9148       33.0700       -128.0768     
     2200.0000     24.0877       42.8691       -157.7565     91.1934       37.8520       -146.0907     
     2400.0000     24.3686       47.7160       -176.2087     93.3020       42.6990       -164.5429     
     2600.0000     24.5772       52.6117       -195.0674     95.2612       47.5946       -183.4015     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
   Formation Enthalpy at 298K =          12.5449 kcal/mol
   Formation Free Gibbs Energy at 298K = -3.0728 kcal/mol
   Molecular Weight =                    28.0540 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.2892       12.5654       -3.1777       52.4772       0.0205        -0.1049       
     600.0000      16.9529       16.6763       -20.3469      61.7053       4.1314        -17.2741      
     800.0000      20.0514       20.3992       -33.2320      67.0390       7.8543        -30.1592      
     1000.0000     22.4874       24.6481       -47.1216      71.7697       12.1032       -44.0488      
     1200.0000     24.1883       29.3210       -61.9088      76.0249       16.7761       -58.8360      
     1400.0000     25.5899       34.3035       -77.5038      79.8623       21.7586       -74.4310      
     1600.0000     26.7312       39.5396       -93.8309      83.3566       26.9947       -90.7581      
     1800.0000     27.6487       44.9811       -110.8271     86.5601       32.4362       -107.7542     
     2000.0000     28.3763       50.5865       -128.4382     89.5123       38.0416       -125.3654     
     2200.0000     28.9450       56.3210       -146.6173     92.2447       43.7761       -143.5445     
     2400.0000     29.3832       62.1558       -165.3231     94.7829       49.6109       -162.2503     
     2600.0000     29.7165       68.0673       -184.5190     97.1486       55.5224       -181.4462     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CO
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          -11.6113 kcal/mol
   Formation Free Gibbs Energy at 298K = -29.5161 kcal/mol
   Molecular Weight =                    42.0370 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.4016       -11.5865      -29.6363      60.1661       0.0248        -0.1202       
     600.0000      16.8957       -7.1267       -49.3011      70.2906       4.4845        -19.7850      
     800.0000      18.7943       -3.5479       -63.8882      75.4254       8.0634        -34.3721      
     1000.0000     20.2498       0.3618        -79.4197      79.7815       11.9730       -49.9036      
     1200.0000     21.2764       4.5176        -95.7629      83.5671       16.1289       -66.2469      
     1400.0000     22.1213       8.8602        -112.8173     86.9125       20.4715       -83.3012      
     1600.0000     22.8085       13.3556       -130.5050     89.9129       24.9669       -100.9889     
     1800.0000     23.3601       17.9746       -148.7638     92.6324       29.5858       -119.2477     
     2000.0000     23.7967       22.6920       -167.5423     95.1172       34.3033       -138.0263     
     2200.0000     24.1372       27.4868       -186.7973     97.4019       39.0981       -157.2813     
     2400.0000     24.3988       32.3416       -206.4916     99.5138       43.9529       -176.9755     
     2600.0000     24.5973       37.2422       -226.5928     101.4750      48.8534       -197.0768     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H6
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
   Formation Enthalpy at 298K =          -20.0407 kcal/mol
   Formation Free Gibbs Energy at 298K = -36.3630 kcal/mol
   Molecular Weight =                    30.0700 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.5989       -20.0156      -36.4727      54.8570       0.0251        -0.1096       
     600.0000      21.3594       -14.9010      -54.6934      66.3207       5.1397        -18.3304      
     800.0000      25.8035       -10.1595      -68.6477      73.1102       9.8812        -32.2846      
     1000.0000     29.3195       -4.6460       -83.8933      79.2473       15.3947       -47.5303      
     1200.0000     31.7967       1.4734        -100.3093     84.8189       21.5141       -63.9463      
     1400.0000     33.8344       8.0433        -117.7869     89.8787       28.0841       -81.4238      
     1600.0000     35.4906       14.9817       -136.2322     94.5087       35.0225       -99.8692      
     1800.0000     36.8188       22.2177       -155.5657     98.7686       42.2584       -119.2027     
     2000.0000     37.8690       29.6907       -175.7181     102.7044      49.7314       -139.3550     
     2200.0000     38.6870       37.3499       -196.6284     106.3537      57.3906       -160.2653     
     2400.0000     39.3144       45.1528       -218.2426     109.7481      65.1935       -181.8795     
     2600.0000     39.7893       53.0655       -240.5124     112.9146      73.1062       -204.1494     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OH
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -48.0365 kcal/mol
   Formation Free Gibbs Energy at 298K = -65.1735 kcal/mol
   Molecular Weight =                    32.0420 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.2847       -48.0159      -65.2886      57.5754       0.0205        -0.1151       
     600.0000      15.9810       -44.0908      -83.9388      66.4134       3.9457        -18.7653      
     800.0000      18.9987       -40.5735      -97.7350      71.4518       7.4630        -32.5615      
     1000.0000     21.3790       -36.5385      -112.4825     75.9440       11.4979       -47.3091      
     1200.0000     23.0689       -32.0885      -128.0837     79.9960       15.9480       -62.9102      
     1400.0000     24.4653       -27.3305      -144.4552     83.6605       20.7059       -79.2817      
     1600.0000     25.6060       -22.3195      -161.5266     87.0044       25.7170       -96.3531      
     1800.0000     26.5268       -17.1028      -179.2388     90.0756       30.9337       -114.0653     
     2000.0000     27.2604       -11.7212      -197.5410     92.9099       36.3153       -132.3675     
     2200.0000     27.8372       -6.2091       -216.3889     95.5363       41.8274       -151.2154     
     2400.0000     28.2848       -0.5949       -235.7433     97.9785       47.4416       -170.5698     
     2600.0000     28.6281       5.0979        -255.5694     100.2566      53.1344       -190.3959     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O2
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 2.0000
   Formation Enthalpy at 298K =          2.8518 kcal/mol
   Formation Free Gibbs Energy at 298K = -15.6320 kcal/mol
   Molecular Weight =                    47.0330 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.5212       2.8768        -15.7561      62.1098       0.0250        -0.1241       
     600.0000      18.6677       7.5781        -36.0559      72.7234       4.7263        -20.4239      
     800.0000      21.5442       11.6201       -51.1939      78.5176       8.7683        -35.5620      
     1000.0000     23.6989       16.1440       -67.4122      83.5561       13.2921       -51.7802      
     1200.0000     25.1772       21.0362       -84.5780      88.0118       18.1844       -68.9460      
     1400.0000     26.3950       26.1975       -102.5850     91.9875       23.3457       -86.9530      
     1600.0000     27.3863       31.5791       -121.3474     95.5791       28.7273       -105.7155     
     1800.0000     28.1830       37.1390       -140.7955     98.8525       34.2872       -125.1635     
     2000.0000     28.8146       42.8413       -160.8705     101.8559      39.9895       -145.2385     
     2200.0000     29.3080       48.6556       -181.5223     104.6263      45.8038       -165.8903     
     2400.0000     29.6881       54.5570       -202.7074     107.1935      51.7051       -187.0755     
     2600.0000     29.9772       60.5248       -224.3878     109.5818      57.6730       -208.7558     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O2H
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
     O 2.0000
   Formation Enthalpy at 298K =          -30.2890 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.9354 kcal/mol
   Molecular Weight =                    48.0410 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.0090       -30.2570      -50.0674      66.0344       0.0320        -0.1320       
     600.0000      23.0236       -24.2934      -72.0117      79.5305       5.9956        -22.0763      
     800.0000      25.5224       -19.4172      -88.6390      86.5273       10.8718       -38.7037      
     1000.0000     27.5029       -14.1213      -106.5493     92.4280       16.1677       -56.6139      
     1200.0000     28.9402       -8.4726       -125.5607     97.5734       21.8164       -75.6253      
     1400.0000     30.1341       -2.5614       -145.5394     102.1271      27.7276       -95.6040      
     1600.0000     31.1154       3.5668        -166.3807     106.2172      33.8558       -116.4453     
     1800.0000     31.9132       9.8725        -188.0011     109.9298      40.1615       -138.0658     
     2000.0000     32.5543       16.3217       -210.3316     113.3267      46.6107       -160.3962     
     2200.0000     33.0635       22.8855       -233.3139     116.4543      53.1745       -183.3785     
     2400.0000     33.4633       29.5398       -256.8978     119.3490      59.8288       -206.9624     
     2600.0000     33.7743       36.2649       -281.0399     122.0403      66.5539       -231.1045     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 3.0000
   Formation Enthalpy at 298K =          70.8751 kcal/mol
   Formation Free Gibbs Energy at 298K = 54.2361 kcal/mol
   Molecular Weight =                    27.0460 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.0856       70.8953       54.1244       55.9030       0.0201        -0.1117       
     600.0000      14.8979       74.6747       36.0102       64.4408       3.7995        -18.2259      
     800.0000      17.0570       77.8850       22.6500       69.0438       7.0099        -31.5861      
     1000.0000     18.7810       81.4659       8.4339        73.0320       10.5908       -45.8022      
     1200.0000     20.0275       85.3505       -6.5332       76.5698       14.4754       -60.7693      
     1400.0000     21.0601       89.4626       -22.1694      79.7372       18.5875       -76.4055      
     1600.0000     21.9064       93.7622       -38.4083      82.6065       22.8871       -92.6444      
     1800.0000     22.5919       98.2145       -55.1955      85.2278       27.3394       -109.4316     
     2000.0000     23.1404       102.7898      -72.4853      87.6376       31.9147       -126.7214     
     2200.0000     23.5739       107.4630      -90.2384      89.8642       36.5879       -144.4745     
     2400.0000     23.9122       112.2130      -108.4204     91.9306       41.3379       -162.6564     
     2600.0000     24.1736       117.0227      -127.0012     93.8553       46.1476       -181.2373     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
   Formation Enthalpy at 298K =          28.6041 kcal/mol
   Formation Free Gibbs Energy at 298K = 11.3016 kcal/mol
   Molecular Weight =                    29.0620 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.1554       28.6283       11.1854       58.1433       0.0243        -0.1162       
     600.0000      19.3896       33.3844       -7.9196       68.8400       4.7803        -19.2212      
     800.0000      22.9573       37.6403       -22.3095      74.9372       9.0362        -33.6110      
     1000.0000     25.7910       42.5145       -37.8493      80.3638       13.9105       -49.1509      
     1200.0000     27.8004       47.8800       -54.4194      85.2495       19.2759       -65.7209      
     1400.0000     29.4557       53.6111       -71.9178      89.6635       25.0070       -83.2193      
     1600.0000     30.8033       59.6417       -90.2588      93.6879       31.0377       -101.5604     
     1800.0000     31.8863       65.9148       -109.3708     97.3809       37.3107       -120.6724     
     2000.0000     32.7447       72.3813       -129.1921     100.7867      43.7772       -140.4936     
     2200.0000     33.4154       79.0001       -149.6687     103.9404      50.3961       -160.9703     
     2400.0000     33.9317       85.7372       -170.7534     106.8710      57.1331       -182.0549     
     2600.0000     34.3242       92.5646       -192.4039     109.6033      63.9605       -203.7055     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5OH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -56.1506 kcal/mol
   Formation Free Gibbs Energy at 298K = -76.1310 kcal/mol
   Molecular Weight =                    46.0690 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.6731       -56.1194      -76.2652      67.1528       0.0313        -0.1342       
     600.0000      25.9561       -49.8173      -98.5959      81.2977       6.3333        -22.4649      
     800.0000      30.5916       -44.1286      -115.6873     89.4484       12.0220       -39.5563      
     1000.0000     34.1524       -37.6583      -134.3112     96.6530       18.4924       -58.1802      
     1200.0000     36.6204       -30.5733      -154.2991     103.1049      25.5774       -78.1681      
     1400.0000     38.6542       -23.0391      -175.5101     108.9079      33.1116       -99.3791      
