-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     1600.0000     12.9417       17.3983       -98.3917      72.3688       14.4704       -85.0013      
     1800.0000     13.3263       20.0258       -113.0225     73.9157       17.0979       -99.6320      
     2000.0000     13.6702       22.7261       -127.9497     75.3379       19.7982       -114.5593     
     2200.0000     13.9756       25.4914       -143.1507     76.6555       22.5634       -129.7602     
     2400.0000     14.2447       28.3140       -158.6059     77.8833       25.3860       -145.2155     
     2600.0000     14.4796       31.1870       -174.2988     79.0330       28.2590       -160.9083     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          -26.4139 kcal/mol
   Formation Free Gibbs Energy at 298K = -40.4895 kcal/mol
   Molecular Weight =                    28.0100 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.9646        -26.4000      -40.5840      47.2800       0.0139        -0.0945       
     600.0000      7.2693        -24.2751      -55.5817      52.1777       2.1388        -15.0922      
     800.0000      7.6228        -22.7865      -66.2397      54.3164       3.6274        -25.7502      
     1000.0000     7.9221        -21.2295      -77.2819      56.0524       5.1845        -36.7924      
     1200.0000     8.1407        -19.6225      -88.6426      57.5167       6.7914        -48.1531      
     1400.0000     8.3200        -17.9758      -100.2756     58.7856       8.4381        -59.7861      
     1600.0000     8.4654        -16.2967      -112.1469     59.9064       10.1172       -71.6574      
     1800.0000     8.5819        -14.5916      -124.2304     60.9104       11.8224       -83.7409      
     2000.0000     8.6739        -12.8656      -136.5048     61.8196       13.5483       -96.0153      
     2200.0000     8.7458        -11.1234      -148.9530     62.6498       15.2906       -108.4635     
     2400.0000     8.8013        -9.3684       -161.5603     63.4133       17.0455       -121.0708     
     2600.0000     8.8439        -7.6037       -174.3145     64.1195       18.8102       -133.8250     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CO2
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -94.0343 kcal/mol
   Formation Free Gibbs Energy at 298K = -109.2578 kcal/mol
   Molecular Weight =                    44.0090 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.8947        -94.0166      -109.3601     51.1450       0.0178        -0.1022       
     600.0000      11.3147       -90.9479      -125.8309     58.1382       3.0864        -16.5730      
     800.0000      12.2914       -88.5814      -137.8098     61.5356       5.4529        -28.5520      
     1000.0000     12.9840       -86.0501      -150.4070     64.3569       7.9842        -41.1492      
     1200.0000     13.4156       -83.4087      -163.5250     66.7636       10.6256       -54.2672      
     1400.0000     13.7679       -80.6892      -177.0918     68.8590       13.3452       -67.8339      
     1600.0000     14.0517       -77.9061      -191.0529     70.7167       16.1282       -81.7950      
     1800.0000     14.2771       -75.0724      -205.3659     72.3853       18.9620       -96.1080      
     2000.0000     14.4535       -72.1986      -219.9967     73.8990       21.8358       -110.7388     
     2200.0000     14.5895       -69.2937      -234.9169     75.2833       24.7407       -125.6590     
     2400.0000     14.6932       -66.3649      -250.1026     76.5574       27.6694       -140.8448     
     2600.0000     14.7717       -63.4181      -265.5335     77.7367       30.6163       -156.2757     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HOCO
 ====================================================================================================
   Elemental Composition:
     H 1.0000
     C 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -43.3334 kcal/mol
   Formation Free Gibbs Energy at 298K = -61.2595 kcal/mol
   Molecular Weight =                    45.0170 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.4487       -43.3125      -61.3798      60.2245       0.0209        -0.1204       
     600.0000      13.9751       -39.6059      -80.7938      68.6465       3.7275        -19.5344      
     800.0000      15.3856       -36.6590      -94.9596      72.8757       6.6744        -33.7001      
     1000.0000     16.3884       -33.4797      -109.8985     76.4187       9.8536        -48.6390      
     1200.0000     17.0432       -30.1345      -125.4943     79.4665       13.1989       -64.2348      
     1400.0000     17.5799       -26.6703      -141.6599     82.1354       16.6631       -80.4005      
     1600.0000     18.0142       -23.1093      -158.3290     84.5123       20.2241       -97.0696      
     1800.0000     18.3607       -19.4705      -175.4493     86.6549       23.8629       -114.1898     
     2000.0000     18.6330       -15.7700      -192.9781     88.6041       27.5634       -131.7186     
     2200.0000     18.8435       -12.0214      -210.8800     90.3903       31.3120       -149.6206     
     2400.0000     19.0036       -8.2359       -229.1249     92.0371       35.0974       -167.8655     
     2600.0000     19.1235       -4.4226       -247.6868     93.5632       38.9107       -186.4274     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH4
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
   Formation Enthalpy at 298K =          -17.8292 kcal/mol
   Formation Free Gibbs Energy at 298K = -31.1005 kcal/mol
   Molecular Weight =                    16.0430 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.5461        -17.8121      -31.1896      44.5917       0.0171        -0.0891       
     600.0000      12.6047       -14.6794      -45.6791      51.6662       3.1498        -14.5786      
     800.0000      15.3060       -11.8794      -56.4194      55.6750       5.9498        -25.3190      
     1000.0000     17.6207       -8.5856       -67.9261      59.3405       9.2436        -36.8256      
     1200.0000     19.4144       -4.8774       -80.1365      62.7159       12.9518       -49.0360      
     1400.0000     20.9445       -0.8374       -92.9948      65.8267       16.9918       -61.8944      
     1600.0000     22.2465       3.4852        -106.4521     68.7108       21.3144       -75.3516      
     1800.0000     23.3536       8.0482        -120.4660     71.3968       25.8774       -89.3655      
     2000.0000     24.2966       12.8157       -134.9991     73.9074       30.6449       -103.8987     
     2200.0000     25.1038       17.7578       -150.0185     76.2620       35.5870       -118.9181     
     2400.0000     25.8011       22.8499       -165.4946     78.4769       40.6791       -134.3941     
     2600.0000     26.4122       28.0725       -181.4010     80.5667       45.9017       -150.3005     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
   Formation Enthalpy at 298K =          35.0571 kcal/mol
   Formation Free Gibbs Energy at 298K = 21.2420 kcal/mol
   Molecular Weight =                    15.0350 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      9.1952        35.0755       21.1492       46.4209       0.0184        -0.0928       
     600.0000      11.5012       38.1837       6.0776        53.5101       3.1265        -15.1644      
     800.0000      12.8625       40.6231       -4.9846       57.0097       5.5660        -26.2266      
     1000.0000     14.0874       43.3191       -16.6935      60.0126       8.2620        -37.9355      
     1200.0000     15.0705       46.2378       -28.9669      62.6706       11.1807       -50.2089      
     1400.0000     15.8908       49.3365       -41.7437      65.0573       14.2794       -62.9857      
     1600.0000     16.5685       52.5846       -54.9752      67.2249       17.5275       -76.2172      
     1800.0000     17.1229       55.9557       -68.6215      69.2095       20.8986       -89.8635      
     2000.0000     17.5715       59.4267       -82.6486      71.0377       24.3696       -103.8906     
     2200.0000     17.9306       62.9783       -97.0275      72.7299       27.9212       -118.2695     
     2400.0000     18.2153       66.5940       -111.7326     74.3028       31.5369       -132.9746     
     2600.0000     18.4392       70.2604       -126.7416     75.7700       35.2033       -147.9835     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
   Formation Enthalpy at 298K =          93.4881 kcal/mol
   Formation Free Gibbs Energy at 298K = 79.6436 kcal/mol
   Molecular Weight =                    14.0270 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.3743        93.5048       79.5506       46.5140       0.0167        -0.0930       
     600.0000      9.3885        96.1736       64.5898       52.6396       2.6855        -15.0538      
     800.0000      9.9713        98.1103       53.7732       55.4214       4.6222        -25.8704      
     1000.0000     10.5877       100.1640      42.4538       57.7102       6.6760        -37.1898      
     1200.0000     11.1226       102.3366      30.7095       59.6893       8.8485        -48.9341      
     1400.0000     11.5735       104.6075      18.5933       61.4387       11.1194       -61.0503      
     1600.0000     11.9504       106.9610      6.1459        63.0095       13.4730       -73.4977      
     1800.0000     12.2627       109.3833      -6.6008       64.4357       15.8953       -86.2444      
     2000.0000     12.5192       111.8624      -19.6204      65.7414       18.3743       -99.2640      
     2200.0000     12.7281       114.3878      -32.8906      66.9447       20.8998       -112.5342     
     2400.0000     12.8968       116.9509      -46.3924      68.0597       23.4629       -126.0360     
     2600.0000     13.0322       119.5443      -60.1093      69.0976       26.0563       -139.7529     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2(S)
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
   Formation Enthalpy at 298K =          102.4738 kcal/mol
   Formation Free Gibbs Energy at 298K = 88.9995 kcal/mol
   Molecular Weight =                    14.0270 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.0767        102.4899      88.9090       45.2698       0.0161        -0.0905       
     600.0000      9.0399        105.0431      74.3648       51.1304       2.5693        -14.6346      
     800.0000      9.8273        106.9299      63.8587       53.8390       4.4561        -25.1408      
     1000.0000     10.5738       108.9709      52.8578       56.1131       6.4971        -36.1417      
     1200.0000     11.1614       111.1457      41.4329       58.0940       8.6719        -47.5666      
     1400.0000     11.6753       113.4306      29.6349       59.8541       10.9568       -59.3646      
     1600.0000     12.1234       115.8115      17.5026       61.4430       13.3377       -71.4969      
     1800.0000     12.5127       118.2760      5.0668        62.8940       15.8022       -83.9326      
     2000.0000     12.8499       120.8131      -7.6473       64.2302       18.3393       -96.6468      
     2200.0000     13.1414       123.4129      -20.6187      65.4689       20.9391       -109.6182     
     2400.0000     13.3928       126.0670      -33.8293      66.6234       23.5932       -122.8288     
     2600.0000     13.6093       128.7677      -47.2632      67.7042       26.2939       -136.2627     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C
 ====================================================================================================
   Elemental Composition:
     C 1.0000
   Formation Enthalpy at 298K =          171.2689 kcal/mol
   Formation Free Gibbs Energy at 298K = 160.0103 kcal/mol
   Molecular Weight =                    12.0110 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      4.9798        171.2789      159.9347      37.8139       0.0100        -0.0756       
     600.0000      4.9712        172.7708      148.0140      41.2614       1.5019        -11.9963      
     800.0000      4.9693        173.7649      139.6119      42.6913       2.4960        -20.3984      
     1000.0000     4.9691        174.7586      130.9586      43.8000       3.4897        -29.0517      
     1200.0000     4.9625        175.7516      122.1053      44.7052       4.4827        -37.9050      
     1400.0000     4.9646        176.7442      113.0858      45.4703       5.4753        -46.9245      
     1600.0000     4.9743        177.7380      103.9240      46.1338       6.4691        -56.0863      
     1800.0000     4.9904        178.7344      94.6374       46.7205       7.4654        -65.3729      
     2000.0000     5.0120        179.7345      85.2397       47.2474       8.4656        -74.7706      
     2200.0000     5.0379        180.7394      75.7417       47.7263       9.4705        -84.2686      
     2400.0000     5.0674        181.7499      66.1518       48.1659       10.4810       -93.8584      
     2600.0000     5.0995        182.7666      56.4775       48.5727       11.4976       -103.5328     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 1.0000
   Formation Enthalpy at 298K =          142.4794 kcal/mol
   Formation Free Gibbs Energy at 298K = 129.4452 kcal/mol
   Molecular Weight =                    13.0190 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.9723        142.4933      129.3577      43.7855       0.0139        -0.0875       
     600.0000      7.1073        144.5978      115.4120      48.6429       2.1184        -14.0331      
     800.0000      7.3738        146.0438      105.4670      50.7210       3.5644        -23.9782      
     1000.0000     7.7111        147.5523      95.1496       52.4027       5.0729        -34.2956      
     1200.0000     8.0878        149.1329      84.5219       53.8425       6.6536        -44.9233      
     1400.0000     8.4205        150.7845      73.6237       55.1148       8.3051        -55.8215      
     1600.0000     8.7131        152.4985      62.4845       56.2587       10.0191       -66.9607      
     1800.0000     8.9694        154.2673      51.1271       57.3001       11.7879       -78.3181      
     2000.0000     9.1929        156.0840      39.5701       58.2570       13.6047       -89.8751      
     2200.0000     9.3868        157.9425      27.8290       59.1425       15.4631       -101.6162     
     2400.0000     9.5540        159.8370      15.9172       59.9666       17.3576       -113.5280     
     2600.0000     9.6974        161.7625      3.8459        60.7371       19.2831       -125.5992     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O2H
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
     O 2.0000
   Formation Enthalpy at 298K =          -30.2890 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.9354 kcal/mol
   Molecular Weight =                    48.0410 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.0090       -30.2570      -50.0674      66.0344       0.0320        -0.1320       
     600.0000      23.0236       -24.2934      -72.0117      79.5305       5.9956        -22.0763      
     800.0000      25.5224       -19.4172      -88.6390      86.5273       10.8718       -38.7037      
     1000.0000     27.5029       -14.1213      -106.5493     92.4280       16.1677       -56.6139      
     1200.0000     28.9402       -8.4726       -125.5607     97.5734       21.8164       -75.6253      
     1400.0000     30.1341       -2.5614       -145.5394     102.1271      27.7276       -95.6040      
     1600.0000     31.1154       3.5668        -166.3807     106.2172      33.8558       -116.4453     
     1800.0000     31.9132       9.8725        -188.0011     109.9298      40.1615       -138.0658     
     2000.0000     32.5543       16.3217       -210.3316     113.3267      46.6107       -160.3962     
     2200.0000     33.0635       22.8855       -233.3139     116.4543      53.1745       -183.3785     
     2400.0000     33.4633       29.5398       -256.8978     119.3490      59.8288       -206.9624     
     2600.0000     33.7743       36.2649       -281.0399     122.0403      66.5539       -231.1045     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O2
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 2.0000
   Formation Enthalpy at 298K =          2.9129 kcal/mol
   Formation Free Gibbs Energy at 298K = -16.3039 kcal/mol
   Molecular Weight =                    47.0330 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.9918       2.9369        -16.4330      64.5662       0.0239        -0.1291       
     600.0000      17.8979       7.4500        -37.4037      74.7560       4.5371        -21.0997      
     800.0000      20.7863       11.3351       -52.9245      80.3246       8.4222        -36.6206      
     1000.0000     22.9127       15.7118       -69.4871      85.1989       12.7989       -53.1832      
     1200.0000     24.4280       20.4670       -86.9729      89.5332       17.5541       -70.6689      
     1400.0000     25.6257       25.4767       -105.2723     93.3921       22.5638       -88.9683      
     1600.0000     26.5821       30.7012       -124.3050     96.8789       27.7883       -108.0010     
     1800.0000     27.3363       36.0961       -144.0031     100.0551      33.1832       -127.6992     
     2000.0000     27.9238       41.6246       -164.3094     102.9670      38.7117       -148.0055     
     2200.0000     28.3767       47.2566       -185.1747     105.6506      44.3437       -168.8708     
     2400.0000     28.7237       52.9682       -206.5564     108.1353      50.0553       -190.2525     
     2600.0000     28.9898       58.7407       -228.4172     110.4454      55.8278       -212.1133     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OH
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -48.0365 kcal/mol
   Formation Free Gibbs Energy at 298K = -65.1735 kcal/mol
   Molecular Weight =                    32.0420 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.2847       -48.0159      -65.2886      57.5754       0.0205        -0.1151       
     600.0000      15.9810       -44.0908      -83.9388      66.4134       3.9457        -18.7653      
     800.0000      18.9987       -40.5735      -97.7350      71.4518       7.4630        -32.5615      
     1000.0000     21.3790       -36.5385      -112.4825     75.9440       11.4979       -47.3091      
     1200.0000     23.0689       -32.0885      -128.0837     79.9960       15.9480       -62.9102      
     1400.0000     24.4653       -27.3305      -144.4552     83.6605       20.7059       -79.2817      
     1600.0000     25.6060       -22.3195      -161.5266     87.0044       25.7170       -96.3531      
     1800.0000     26.5268       -17.1028      -179.2388     90.0756       30.9337       -114.0653     
     2000.0000     27.2604       -11.7212      -197.5410     92.9099       36.3153       -132.3675     
     2200.0000     27.8372       -6.2091       -216.3889     95.5363       41.8274       -151.2154     
     2400.0000     28.2848       -0.5949       -235.7433     97.9785       47.4416       -170.5698     
     2600.0000     28.6281       5.0979        -255.5694     100.2566      53.1344       -190.3959     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3O
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          5.0410 kcal/mol
   Formation Free Gibbs Energy at 298K = -11.6419 kcal/mol
   Molecular Weight =                    31.0340 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.1997       5.0613        -11.7540      56.0510       0.0204        -0.1120       
     600.0000      15.4682       8.9387        -29.9391      64.7963       3.8977        -18.2972      
     800.0000      17.8606       12.2890       -43.3902      69.5991       7.2481        -31.7483      
     1000.0000     19.6989       16.0428       -57.7369      73.7797       11.0018       -46.0950      
     1200.0000     20.8757       20.1041       -72.8704      77.4787       15.0631       -61.2285      
     1400.0000     21.8380       24.3788       -88.7014      80.7716       19.3378       -77.0595      
     1600.0000     22.6147       28.8269       -105.1575     83.7402       23.7859       -93.5156      
     1800.0000     23.2324       33.4141       -122.1797     86.4410       28.3731       -110.5378     
     2000.0000     23.7158       38.1109       -139.7188     88.9148       33.0700       -128.0768     
     2200.0000     24.0877       42.8930       -157.7326     91.1934       37.8520       -146.0907     
     2400.0000     24.3686       47.7399       -176.1848     93.3020       42.6990       -164.5429     
     2600.0000     24.5772       52.6356       -195.0435     95.2612       47.5946       -183.4015     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2OH
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          -4.1122 kcal/mol
   Formation Free Gibbs Energy at 298K = -21.4993 kcal/mol
   Molecular Weight =                    31.0340 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.3540       -4.0895       -21.6160      58.4218       0.0227        -0.1168       
     600.0000      15.3576       -0.0556       -40.6036      67.5801       4.0566        -19.1043      
     800.0000      17.0838       3.2021        -54.6011      72.2540       7.3143        -33.1019      
     1000.0000     18.4392       6.7507        -69.4571      76.2078       10.8629       -47.9578      
     1200.0000     19.4246       10.5401       -85.0513      79.6595       14.6523       -63.5520      
     1400.0000     20.2405       14.5093       -101.2947     82.7171       18.6214       -79.7954      
     1600.0000     20.9086       18.6265       -118.1175     85.4650       22.7386       -96.6183      
     1800.0000     21.4488       22.8642       -135.4639     87.9600       26.9763       -113.9646     
     2000.0000     21.8798       27.1987       -153.2874     90.2431       31.3109       -131.7882     
     2200.0000     22.2187       31.6100       -171.5490     92.3450       35.7221       -150.0498     
     2400.0000     22.4813       36.0811       -190.2150     94.2900       40.1933       -168.7157     
     2600.0000     22.6819       40.5984       -209.2559     96.0978       44.7105       -187.7567     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2O
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
     O 1.0000
   Formation Enthalpy at 298K =          -26.0893 kcal/mol
   Formation Free Gibbs Energy at 298K = -41.6675 kcal/mol
   Molecular Weight =                    30.0260 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.4703        -26.0723      -41.7721      52.3325       0.0169        -0.1046       
     600.0000      11.5243       -23.0954      -58.5478      59.0873       2.9939        -16.8803      
     800.0000      13.3748       -20.5964      -70.7317      62.6691       5.4929        -29.0642      
     1000.0000     14.8153       -17.7750      -83.5860      65.8110       8.3143        -41.9186      
     1200.0000     15.7913       -14.7112      -97.0328      68.6014       11.3781       -55.3653      
     1400.0000     16.5886       -11.4704      -111.0071     71.0976       14.6189       -69.3396      
     1600.0000     17.2312       -8.0860       -125.4560     73.3563       18.0032       -83.7885      
     1800.0000     17.7414       -4.5867       -140.3363     75.4165       21.5025       -98.6689      
     2000.0000     18.1398       -0.9969       -155.6113     77.3072       25.0924       -113.9438     
     2200.0000     18.4454       2.6630        -171.2495     79.0511       28.7523       -129.5820     
     2400.0000     18.6755       6.3762        -187.2232     80.6664       32.4655       -145.5557     
     2600.0000     18.8455       10.1292       -203.5085     82.1683       36.2185       -161.8410     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HCO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 1.0000
     O 1.0000
   Formation Enthalpy at 298K =          9.9889 kcal/mol
   Formation Free Gibbs Energy at 298K = -5.9837 kcal/mol
   Molecular Weight =                    29.0180 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      8.2766        10.0054       -6.0910       53.6546       0.0165        -0.1073       
     600.0000      9.8372        12.7140       -23.1961      59.8502       2.7251        -17.2124      
     800.0000      10.8498       14.7856       -35.4728      62.8230       4.7967        -29.4891      
     1000.0000     11.6621       17.0401       -48.2949      65.3351       7.0512        -42.3112      
     1200.0000     12.2205       19.4294       -61.5845      67.5116       9.4406        -55.6008      
     1400.0000     12.7189       21.9243       -75.2827      69.4336       11.9354       -69.2990      
     1600.0000     13.1646       24.5135       -89.3451      71.1616       14.5246       -83.3614      
     1800.0000     13.5644       27.1871       -103.7371     72.7357       17.1982       -97.7534      
     2000.0000     13.9242       29.9366       -118.4310     74.1838       19.9477       -112.4473     
     2200.0000     14.2494       32.7545       -133.4036     75.5264       22.7656       -127.4199     
     2400.0000     14.5445       35.6343       -148.6355     76.7791       25.6454       -142.6518     
     2600.0000     14.8136       38.5705       -164.1101     77.9541       28.5817       -158.1264     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HO2CHO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     H 2.0000
     O 3.0000
   Formation Enthalpy at 298K =          -67.4023 kcal/mol
   Formation Free Gibbs Energy at 298K = -89.4103 kcal/mol
   Molecular Weight =                    62.0240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.2185       -67.3719      -89.5581      73.9540       0.0304        -0.1478       
     600.0000      21.3936       -61.7946      -113.7503     86.5928       5.6077        -24.3400      
     800.0000      23.9110       -57.2471      -131.7404     93.1166       10.1551       -42.3301      
     1000.0000     25.5711       -52.2872      -150.9308     98.6436       15.1151       -61.5205      
     1200.0000     26.6576       -47.0568      -171.1472     103.4087      20.3455       -81.7369      
     1400.0000     27.3777       -41.6481      -192.2545     107.5760      25.7542       -102.8442     
     1600.0000     27.8662       -36.1219      -214.1457     111.2649      31.2804       -124.7354     
     1800.0000     28.2547       -30.5082      -236.7349     114.5704      36.8940       -147.3247     
     2000.0000     28.5586       -24.8256      -259.9531     117.5637      42.5767       -170.5428     
     2200.0000     28.7919       -19.0895      -283.7431     120.2971      48.3128       -194.3329     
     2400.0000     28.9674       -13.3127      -308.0573     122.8102      54.0896       -218.6470     
     2600.0000     29.0967       -7.5056       -332.8546     125.1342      59.8967       -243.4444     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE HOCHO
 ====================================================================================================
   Elemental Composition:
     H 2.0000
     C 1.0000
     O 2.0000
   Formation Enthalpy at 298K =          -90.4721 kcal/mol
   Formation Free Gibbs Energy at 298K = -108.0715 kcal/mol
   Molecular Weight =                    46.0250 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
